id,name,safety_index,health_index,1b_rent_oc,1b_rent_cc,basic_utils_85m2,internet_60mbps,trans_means,gas_liter,monthly_pass_local_trans,one_way_local_trans,meal_for_two_midrange_rest,meal_inex_rest,safety_lvl,health_lvl
3499,"Winston-Salem, NC, United States",68.36,87.96,817,1625,129.93,42,"{'Walking': 14, 'Car': 79, 'Working from Home': 7}",0.812923542,0,0,55,14,(High),(Very High)
7487,"Stamford, CT, United States",81.68,85.71,1818,2186,163.2,64,{'Car': 100},0.932527637,63,1.75,100,21,(Very High),(Very High)
7493,"Savannah, GA, United States",41.72,52.66,1100,2075,128.77,72,"{'Car': 91, 'Working from Home': 9}",0.861795376,40,5,40,12,(Moderate),(Moderate)
7574,"Rapid City, SD, United States",44.99,66.2,925,969,173.89,84,{'Car': 100},0.899717257,0,3,50,14,(Moderate),(High)
7589,"Hartford, CT, United States",35.9,66.48,840,1365,99.6,68,{'Car': 100},0.984701545,0,0,58,23,(Low),(High)
7613,"Utica, NY, United States",45.64,50,700,725,122.76,74,,0.942698188,0,1.5,50,12,(Moderate),(Moderate)
7642,"Lafayette, IN, United States",55.39,53.24,783,912,214.82,59,"{'Walking': 33, 'Car': 67}",0.849577582,33,1,50,13,(Moderate),(Moderate)
7679,"Plattsburgh, NY, United States",75,0,0,0,169.34,61,{'Car': 100},0.879692935,0,0,50,12,(High),
7711,"Dayton, OH, United States",40.09,71.3,888,960,113.54,67,{'Car': 100},0.827915406,55,2,50,12,(Moderate),(High)
7768,"Kerrville, TX, United States",76.47,0,1000,1200,104.64,80,,0.876390785,0,0,35,9,(High),
7822,"Huntsville, AL, United States",59.25,73.61,1017,1000,133.91,64,"{'Walking': 5, 'Car': 90, 'Working from Home': 5}",0.895455327,200,0,48,12,(Moderate),(High)
7827,"Redding, CA, United States",37.82,66.67,0,0,210,64,{'Car': 100},1.256226555,0,0,57,13,(Low),(High)
7907,"Santa Barbara, CA, United States",82.55,68.76,2275,2388,195.36,96,"{'Walking': 14, 'Car': 71, 'Bus/Trolleybus': 14}",1.279438318,63,1.88,105,20,(Very High),(High)
7998,"Olympia, WA, United States",70.61,71.99,1183,1358,160,68,"{'Car': 78, 'Bus/Trolleybus': 11, 'Bike': 11}",1.042511138,0,0,60,16,(High),(High)
8014,"Lexington, KY, United States",49.14,68.89,784,1004,165.3,68,"{'Car': 91, 'Bike': 9}",0.802951141,50,3,50,10,(Moderate),(High)
8067,"New Paltz, NY, United States",0,75,1100,950,164.06,57,,0.929886063,0,0,37,10,,(High)
8108,"Athens, GA, United States",78.17,64.81,793,1111,212.46,68,"{'Walking': 33, 'Car': 67}",0.923809863,16,0.88,45,12,(High),(High)
8115,"Odessa, TX, United States",49.51,50,0,700,168,66,{'Car': 100},0.772263206,37,1.5,48,18,(Moderate),(Moderate)
8279,"Stanford, CA, United States",0,0,2000,3500,164.21,63,,1.226154873,0,0,65,16,,
8301,"Duluth, MN, United States",57.92,75,1067,1236,147.81,74,"{'Walking': 17, 'Car': 67, 'Bus/Trolleybus': 17}",0.900474728,40,2.5,53,15,(Moderate),(High)
8396,"College Station, TX, United States",68.45,68.33,883,980,149.48,63,"{'Car': 73, 'Working from Home': 9, 'Bike': 18}",0.826858704,40,0,60,15,(High),(High)
8414,"Springfield, IL, United States",58.49,53.11,0,660,149.05,60,{'Car': 100},0.979374144,0,0,50,15,(Moderate),(Moderate)
8438,"Chattanooga, TN, United States",46.81,75.62,1124,1317,207.81,64,"{'Walking': 7, 'Car': 93}",0.79502598,0,0,40,15,(Moderate),(High)
8729,"Carbondale, IL, United States",40.59,50,0,0,171.53,60,{'Car': 100},0.844505293,0,0,45,15,(Moderate),(Moderate)
8766,"Santa Cruz, CA, United States",59.64,73.15,2200,2390,217.71,65,"{'Walking': 6, 'Car': 88, 'Bike': 6}",1.239577777,53,2,60,15,(Moderate),(High)
8910,"Pensacola, FL, United States",46.37,74.65,1050,1500,268.56,74,{'Car': 100},0.929357443,50,1.75,50,12,(Moderate),(High)
9005,"Tuscaloosa, AL, United States",40.69,20.83,750,1025,182.97,58,{'Car': 100},0.809071192,0,0,60,12,(Moderate),(Low)
9016,"Annapolis, MD, United States",71.48,87.22,1367,1725,194.51,60,"{'Walking': 12, 'Car': 88}",0.936930488,85,3.29,50,15,(High),(Very High)
9074,"Laurel, MS, United States",0,0,0,0,268.56,74,,0.929357443,0,0,50,12,,
9131,"Arlington, TX, United States",47.24,75.93,889,972,186.3,59,"{'Train/Metro': 11, 'Car': 78, 'Working from Home': 11}",0.78095872,0,3,50,13,(Moderate),(High)
9182,"West Hartford, CT, United States",57.35,0,1000,1500,233.15,63,{'Car': 100},0.929886063,0,0,62,23,(Moderate),
9331,"Columbia, MO, United States",60.89,80.16,750,825,112.59,73,{'Car': 100},0.794893891,0,0,100,18,(High),(Very High)
9384,"Charleston, WV, United States",46.06,75,0,0,208.33,70,{'Car': 100},0.895015118,0,0,40,15,(Moderate),(High)
9400,"Winchester, VA, United States",74.51,0,1000,1075,190.52,95,,0.846407655,0,1,45,25,(High),
9406,"Hilo, HI, United States",60.95,68.44,0,0,194.56,71,"{'Walking': 33, 'Car': 67}",1.217481287,41,2,58,15,(High),(High)
9410,"Fayetteville, AR, United States",65.99,57.58,782,1075,166.05,56,"{'Walking': 11, 'Car': 89}",0.853804196,0,0,49,13,(High),(Moderate)
9456,"Missoula, MT, United States",66.71,58.88,1025,1079,136.43,66,"{'Car': 88, 'Bus/Trolleybus': 12}",0.902059782,0,0,60,12,(High),(Moderate)
9582,"Saint Cloud, MN, United States",37.87,81.94,0,0,130.55,67,,0.920551801,0,0,45,12,(Low),(Very High)
9703,"Jackson, TN, United States",41.54,75,0,0,194.29,90,{'Car': 100},0.798856663,0,0,47,11,(Moderate),(High)
9776,"San Marcos, TX, United States",100,60.19,950,1100,136.35,66,{'Car': 100},0.842709087,15,1,38,12,(Very High),(High)
9782,"Gainesville, FL, United States",52.61,83.11,1163,1090,183.26,73,"{'Walking': 18, 'Car': 64, 'Bus/Trolleybus': 9, 'Working from Home': 9}",0.838357293,35,1.6,50,15,(Moderate),(Very High)
9798,"Berkeley, CA, United States",39.46,80.28,2233,2774,184.27,72,"{'Walking': 7, 'Train/Metro': 14, 'Car': 57, 'Bus/Trolleybus': 7, 'Working from Home': 7, 'Motorbike': 7}",1.202511571,90,2.5,83,14,(Low),(Very High)
9873,"Thomasville, GA, United States",0,0,600,800,143.67,51,,0,0,0,75,6,,
10247,"Lacey, WA, United States",97.06,0,0,0,155,68,,1.042511138,0,0,55,16,(Very High),
10289,,0,0,0,0,0,0,,0,0,0,0,0,,
10291,"Shippensburg, PA, United States",0,0,0,0,163.33,60,,1.124492508,0,0,45,15,,
10578,"Tyler, TX, United States",68.75,62.96,683,900,186.3,59,{'Car': 100},0.771382633,0,1,60,13,(High),(High)
10595,"Cedar City, UT, United States",0,0,725,800,127.18,55,{'Car': 100},0.974794874,0,0,25,13,,
10613,"Nacogdoches, TX, United States",72.06,0,0,0,164.06,72,{'Car': 100},0,0,0,50,9,(High),
10622,"Boulder, CO, United States",80.31,80.43,1510,1826,134.38,52,"{'Walking': 17, 'Car': 33, 'Working from Home': 17, 'Bike': 33}",0.91368335,145,2.5,75,20,(Very High),(Very High)
10970,"Newark, DE, United States",72.79,44.44,985,1225,132.76,66,,0.890524194,70,2,55,15,(High),(Moderate)
11127,"Fairbanks, AK, United States",57.8,79.63,1200,1200,342.27,143,{'Car': 100},0.989324429,30,0,90,20,(Moderate),(High)
11268,"Hoboken, NJ, United States",84.56,100,0,1900,139.57,69,"{'Train/Metro': 25, 'Car': 50, 'Working from Home': 25}",0.899946409,210,2.13,75,10,(Very High),(Very High)
11272,"Merced, CA, United States",26.72,0,950,0,118.41,65,{'Car': 100},1.237118304,30,3.5,54,20,(Low),
11295,"Laredo, TX, United States",66.34,48.61,700,750,188.54,80,{'Car': 100},0.877579702,0,1.35,45,10,(High),(Moderate)
11343,"Troy, AL, United States",0,0,550,750,141.81,59,,0.889929704,0,0,30,10,,
11350,"Waterbury, CT, United States",47.79,47.22,0,0,144.8,90,{'Car': 100},0.903732803,109,2.75,50,14,(Moderate),(Moderate)
11518,"Cape Girardeau, MO, United States",62.25,44.44,483,600,210.78,71,{'Car': 100},0.866308341,25,5,45,13,(High),(Moderate)
11573,"Durant, OK, United States",39.71,0,0,0,193.75,49,,0.792516158,0,0,50,10,(Low),
12164,"Cookeville, TN, United States",38.24,68.06,500,750,145,69,{'Car': 100},0.798856663,43,5,45,12,(Low),(High)
12210,"Edwardsville, IL, United States",0,0,0,0,195,93,,0.990645197,0,0,50,12,,
12296,"Medford, MA, United States",73.04,0,1800,0,200,83,,0,90,2.4,85,15,(High),
12382,"Champaign, IL, United States",59.07,69.07,700,931,107.06,50,"{'Walking': 33, 'Car': 33, 'Bike': 33}",0.918614571,18,1,50,13,(Moderate),(High)
12418,"Davis, CA, United States",71.62,80.56,1233,1550,138.45,51,"{'Car': 50, 'Bike': 50}",1.228928777,100,2.5,60,15,(High),(Very High)
12428,"Santa Clara, CA, United States",80.39,86.11,2860,3293,174.6,57,{'Car': 100},1.292197886,95,2.25,63,15,(Very High),(Very High)
12478,"Groton, CT, United States",77.21,0,1100,0,400,50,,0,0,0,75,25,(High),
12599,"Denton, TX, United States",57.07,71.3,950,1193,130.87,54,"{'Car': 50, 'Motorbike': 50}",0.75619268,0,0,45,12,(Moderate),(High)
12693,"Kirksville, MO, United States",27.94,52.78,0,0,0,0,,0,0,0,50,15,(Low),(Moderate)
12910,"Texarkana, TX, United States",47.67,0,680,680,181.91,54,{'Car': 100},1.117447783,0,0,45,10,(Moderate),
12999,"Marshall, MN, United States",0,66.67,0,0,0,0,,0,0,0,25,7,,(High)
13723,"Athens, TN, United States",47.06,0,0,0,150,70,,0.822279803,0,0,43,20,(Moderate),
13744,"Hammond, LA, United States",25,0,0,0,168.33,75,,0,0,0,51,14,(Low),
13807,"Schenectady, NY, United States",25.18,0,900,1200,149.54,90,"{'Car': 50, 'Working from Home': 50}",0.90117922,80,2,80,40,(Low),
13808,"Saratoga Springs, NY, United States",66.91,0,1900,2250,167.02,63,,0.945735948,43,2.25,88,20,(High),
13881,"Angola, IN, United States",0,0,0,0,234.96,57,,0.792516158,0,0,30,10,,
14024,"Bridgeport, CT, United States",42.02,58.33,1800,1800,242.12,74,,0.911393582,70,1.75,80,14,(Moderate),(Moderate)
14156,"Stephenville, TX, United States",0,0,0,0,0,0,,0,0,0,50,25,,
33706,"Alpine, TX, United States",0,0,0,0,0,100,,0,0,0,75,16,,
33734,"Aliso Viejo, CA, United States",86.76,90.28,0,0,120,70,{'Car': 100},0,0,0,75,19,(Very High),(Very High)
34046,"Oswego, NY, United States",86.76,0,0,0,0,0,{'Car': 100},0,0,0,55,15,(Very High),
34179,,0,0,0,0,0,0,,0,0,0,0,0,,
34393,"Huntsville, TX, United States",88.24,55.56,0,0,149.68,75,{'Car': 100},0,0,0,53,20,(Very High),(Moderate)
34559,"Rome, GA, United States",0,100,625,1125,358.33,58,,0,0,1.25,30,8,,(Very High)
35191,"Greenville, PA, United States",0,0,475,550,181,52,,0.932527346,0,0,42,13,,
35497,"Martin, TN, United States",0,0,0,0,0,0,,0,0,0,25,15,,
37379,,0,0,0,0,0,0,,0,0,0,0,0,,
37785,"Gering, NE, United States",0,0,450,600,86,30,,0,0,0,30,10,,
38789,,0,0,0,0,0,0,,0,0,0,0,0,,
39054,"Warrensburg, MO, United States",0,0,475,500,228.73,75,,0,0,0,73,33,,
3387,"Albuquerque, NM, United States",29.24,64.29,860,1059,138.48,79,"{'Walking': 6, 'Car': 86, 'Working from Home': 8}",0.855447902,30,1,55,15,(Low),(High)
3438,"Las Vegas, NV, United States",44.72,55.83,1027,1273,171.05,74,"{'Walking': 4, 'Car': 91, 'Working from Home': 4, 'Bike': 1}",1.045725131,60,2.5,60,15,(Moderate),(Moderate)
3445,"Madison, WI, United States",66.02,77.78,913,1321,117.96,58,"{'Walking': 4, 'Car': 79, 'Bus/Trolleybus': 4, 'Bike': 14}",0.861795372,65,2,75,14,(High),(High)
3471,"Reno, NV, United States",55.51,61.23,1239,1551,136.98,68,{'Car': 100},1.094002513,55,2,60,15,(Moderate),(High)
3472,"Richmond, VA, United States",52.74,74.69,1021,1265,160.13,68,"{'Walking': 12, 'Car': 83, 'Bike': 4}",0.866748604,44,1.88,60,23,(Moderate),(High)
3479,"Salt Lake City, UT, United States",67.09,71.46,1117,1394,133.9,61,"{'Walking': 3, 'Tram/Streetcar': 4, 'Train/Metro': 1, 'Car': 81, 'Bus/Trolleybus': 6, 'Working from Home': 3, 'Bike': 1, 'Motorbike': 1}",0.980891221,85,2.5,53,15,(High),(High)
3490,"Stockton, CA, United States",21.89,62.73,1219,1174,201.24,55,"{'Walking': 14, 'Car': 86}",1.237382185,30,2,60,18,(Low),(High)
3491,"Tacoma, WA, United States",45.88,73.19,1319,1606,187.86,68,"{'Car': 81, 'Bus/Trolleybus': 12, 'Working from Home': 6}",1.040749991,75,3,68,14,(Moderate),(High)
7400,"Wilkes-Barre, PA, United States",37.26,33.33,600,0,243.84,86,,0.924659902,0,1.75,38,10,(Low),(Low)
7450,"Burlington, VT, United States",64.48,70.93,1350,1533,170.41,83,{'Car': 100},0.956104807,0,1.25,75,15,(High),(High)
7477,"Wheeling, WV, United States",18.7,22.22,640,697,113.54,67,{'Car': 100},0.827915406,100,1.65,50,11,(Very Low),(Low)
7516,"Stevens Point, WI, United States",69,0,900,1100,161.78,61,,0.84821479,25,1.3,55,15,(High),
7633,"Iowa City, IA, United States",75.29,81.94,751,973,139.36,69,"{'Walking': 50, 'Car': 50}",0.85261549,32,1,58,12,(High),(Very High)
7644,"Asheville, NC, United States",61.24,68.92,1120,1492,191.88,69,{'Car': 100},0.837954009,20,1,65,15,(High),(High)
7759,"Wilmington, NC, United States",57.85,67.87,1074,1342,151.67,82,"{'Car': 85, 'Working from Home': 8, 'Bike': 8}",0.880089387,80,0,50,15,(Moderate),(High)
7819,"Bowling Green, KY, United States",51.32,42.86,710,0,135.92,56,{'Car': 100},0.79489408,0,0,48,15,(Moderate),(Moderate)
7847,"Walla Walla, WA, United States",76.35,72.22,950,1050,177.71,51,"{'Walking': 25, 'Car': 75}",0.974068522,0,0,46,12,(High),(High)
7973,"New Haven, CT, United States",47.14,75.13,1363,1710,210.83,64,"{'Car': 80, 'Working from Home': 20}",0.982720254,47,0.93,80,15,(Moderate),(High)
8116,"Westfield, MA, United States",88.97,0,1000,1200,249.99,77,,1.068575953,0,0,40,18,(Very High),
8117,"Hattiesburg, MS, United States",42.65,69.44,750,1000,128.86,71,,0.837689673,0,0,51,14,(Moderate),(High)
8151,"Johnstown, PA, United States",32.92,0,500,450,254.13,90,{'Car': 100},0.939043884,0,0,60,10,(Low),
8216,"Fredericksburg, VA, United States",66.36,68.06,0,0,129.36,56,"{'Walking': 25, 'Car': 75}",0.846407655,0,1.25,50,12,(High),(High)
8405,"Evansville, IN, United States",56.42,88.19,750,967,224.81,59,{'Car': 100},0.828443818,0,0,50,13,(Moderate),(Very High)
8448,"Bellingham, WA, United States",65.09,54.82,1293,1358,195.43,80,"{'Walking': 29, 'Car': 71}",1.046649913,28,1.5,59,15,(High),(Moderate)
8461,"Williamsburg, VA, United States",87.06,91.67,1200,1400,147.64,70,,0.980958889,45,1.5,50,12,(Very High),(Very High)
8510,"Lawrence, KS, United States",69.33,0,500,600,196.37,60,{'Car': 100},0.786704743,0,0,55,15,(High),
8722,"Portland, ME, United States",67.6,56.02,1380,2017,133.9,70,"{'Car': 89, 'Working from Home': 11}",0.92196057,30,2,60,15,(High),(Moderate)
8751,"Rochester, MN, United States",51.66,86.9,3200,0,201,59,{'Car': 100},0.853143832,42,1.5,65,12,(Moderate),(Very High)
8754,"Grand Forks, ND, United States",80.72,72.22,733,967,130.55,67,{'Car': 100},0.920551801,0,0,45,12,(Very High),(High)
8916,"Kalamazoo, MI, United States",55.81,70,601,1400,130.63,67,"{'Car': 80, 'Working from Home': 20}",0.871239628,0,0,58,12,(Moderate),(High)
8928,"West Chester, PA, United States",65.34,60.19,1800,0,134.6,66,{'Car': 100},1.04233501,0,0,50,14,(High),(High)
8957,"Valparaiso, IN, United States",78.24,86.11,950,1000,240.12,117,,0.948377669,30,1,75,10,(High),(Very High)
9103,"Bismarck, ND, United States",83.38,75,500,838,174.73,53,{'Car': 100},0.868069556,0,0,50,12,(Very High),(High)
9125,"York, PA, United States",28.23,73.89,600,500,143.06,59,"{'Car': 86, 'Bus/Trolleybus': 14}",0.922312988,60,1.75,60,15,(Low),(High)
9181,"Charlottesville, VA, United States",67.86,79.76,1213,1527,147.64,70,{'Car': 100},0.85045816,25,0.75,73,13,(High),(High)
9194,"Youngstown, OH, United States",31.51,71.3,615,725,332.5,90,{'Car': 100},0.846759743,0,0,48,15,(Low),(High)
9385,"Bradford, PA, United States",0,0,0,0,111,68,,0.912626676,0,0,60,14,,
9480,"Pullman, WA, United States",36.76,47.22,488,350,78.82,57,,1.030975785,30,0.75,40,12,(Low),(Moderate)
9533,"Costa Mesa, CA, United States",80.88,77.78,0,2000,145.47,56,{'Car': 100},1.31135036,0,0,75,15,(Very High),(High)
9568,"Lafayette, LA, United States",55.08,77.78,1125,975,143.15,74,{'Car': 100},0.896071791,42,1.13,50,15,(Moderate),(High)
9726,"Kearney, NE, United States",75.98,100,650,900,166.03,63,{'Car': 100},0.82580196,0,0,60,11,(High),(Very High)
9760,"Laramie, WY, United States",65,68.52,560,840,97.09,44,,0.876523283,0,0,45,7,(High),(High)
9801,"Chapel Hill, NC, United States",75.14,84.65,1500,1800,146.6,56,{'Car': 100},0.795686481,0,0,60,12,(High),(Very High)
10183,"La Crosse, WI, United States",58.09,86.11,0,900,200,63,,0.812593484,0,0,50,13,(Moderate),(Very High)
10338,"Oshkosh, WI, United States",70.59,100,825,950,226.06,61,{'Car': 100},0.810942252,25,1.25,55,15,(High),(Very High)
10383,"Young Harris, GA, United States",0,0,0,0,0,70,,0.830557324,0,0,50,15,,
10405,"Greensburg, PA, United States",80.88,97.22,500,750,167.08,73,{'Walking': 100},0.973077977,0,6,45,15,(Very High),(Very High)
10453,"Morgantown, WV, United States",50.98,86.11,700,900,95.86,75,{'Car': 100},0.866748912,30,0,50,20,(Moderate),(Very High)
10838,"Beckley, WV, United States",86.76,29.17,0,0,308.33,55,,1.085747136,0,0,50,12,(Very High),(Low)
10859,"College Park, MD, United States",50,84.72,1200,0,150,54,{'Car': 100},0.966209489,0,2,59,12,(Moderate),(Very High)
10938,"Great Falls, MT, United States",51.76,68.52,1250,750,136.43,67,,0.898537488,55,1.5,40,12,(Moderate),(High)
11114,"Valdosta, GA, United States",41.18,72.22,500,747,219,86,{'Car': 100},0.789874437,87,0,42,11,(Moderate),(High)
11211,"Logan, UT, United States",65.2,73.61,825,883,160.26,64,{'Car': 100},0.962907355,0,0,45,10,(High),(High)
11540,"Montevallo, AL, United States",0,0,0,0,221,86,,0.888322808,0,0,38,11,,
11574,"Sumter, SC, United States",10.01,98.61,726,808,200,60,{'Car': 100},0.809951762,0,0,35,11,(Very Low),(Very High)
11755,"Eau Claire, WI, United States",55.15,80.56,658,800,145.5,75,{'Car': 100},0.87423363,48,0,40,15,(Moderate),(Very High)
11816,"Poughkeepsie, NY, United States",58.28,84.03,1050,1400,109.67,60,{'Car': 100},0.95326507,0,0,73,18,(Moderate),(Very High)
11874,"Liberty, MO, United States",77.94,0,0,0,171.36,63,,0.82580196,0,0,60,18,(High),
12343,"Dahlonega, GA, United States",0,0,0,0,200,50,,0,0,0,41,15,,
12513,,97.06,0,0,0,0,0,,0,0,0,0,0,(Very High),
12522,"Blacksburg, VA, United States",90.44,66.67,600,800,141.16,55,"{'Car': 50, 'Bus/Trolleybus': 50}",0.845245059,0,0.5,55,15,(Very High),(High)
12679,"Rock Hill, SC, United States",59.12,77.78,800,950,153.29,42,{'Car': 100},0.792252358,0,0,35,10,(Moderate),(High)
12848,"Redlands, CA, United States",72.79,55.56,0,0,249.02,113,,1.237118304,0,0,40,14,(High),(Moderate)
12975,"Chester, PA, United States",19.85,0,0,0,0,0,,0,0,0,0,0,(Very Low),
13130,,0,72.22,0,0,0,0,,0,0,0,0,0,,(High)
13152,"Monroe, LA, United States",36.57,0,0,0,163.75,63,,0.801498385,0,0,50,12,(Low),
13181,"Norman, OK, United States",80.65,54.17,600,550,196.25,68,{'Car': 100},0.754651734,0,0,44,12,(Very High),(Moderate)
13250,"Celina, OH, United States",0,0,0,0,0,0,,0,0,0,40,10,,
13776,"Winona, MN, United States",0,63.89,0,600,137.27,60,,0,0,0,30,11,,(High)
14143,"River Falls, WI, United States",0,0,0,0,269,60,,0,0,0,40,25,,
33354,"Superior, WI, United States",82.35,0,0,0,60,55,,0,0,0,35,8,(Very High),
33374,"Greeley, CO, United States",40.69,47.22,750,900,190,60,{'Car': 100},0.895191306,45,3.5,55,14,(Moderate),(Moderate)
33390,,0,0,0,0,0,0,,0,0,0,0,0,,
33415,"Jamestown, ND, United States",0,0,0,0,0,0,,0,0,0,0,16,,
34110,"Wheaton, IL, United States",84.8,100,1318,1278,89.25,95,,0.974794874,0,0,68,30,(Very High),(Very High)
34220,"Gunnison, CO, United States",0,0,0,0,0,0,,0,0,0,50,10,,
34753,"Lancaster, SC, United States",75,0,0,0,0,0,,0,0,0,0,35,(High),
34825,"Williamsburg, KY, United States",0,0,0,0,365.97,45,,0,0,0,35,5,,
34869,,0,0,0,0,0,0,,0,0,0,0,0,,
34894,"Crawfordsville, IN, United States",0,0,0,0,255,80,,0,0,0,24,15,,
35145,"Bothell, WA, United States",80.64,0,1449,1733,151,112,,1.056688211,60,4.5,80,23,(Very High),
35154,"Wilmington, OH, United States",0,0,0,0,0,0,{'Car': 100},0,0,0,45,10,,
35712,"Lowell, MA, United States",42.06,0,1357,1692,125,47,{'Car': 100},0.924602184,0,0,40,20,(Moderate),
36221,"Macomb, IL, United States",0,0,0,0,0,0,,0,0,0,40,5,,
36304,,0,0,0,0,0,0,,0,0,0,0,0,,
38738,"Plainview, TX, United States",0,0,0,0,0,0,,0,0,0,40,15,,
39588,"Aiken, SC, United States",0,0,750,925,75,39,,0.924602184,0,0,45,9,,
39738,"Joliet, IL, United States",0,0,0,0,0,0,,0,0,0,65,25,,
